,well
2002-11-01,0.025932935483870965
2002-12-01,0.024808533333333334
2003-01-01,0.023762354838709678
2003-02-01,0.02195883870967742
2003-03-01,0.024970642857142858
2003-04-01,0.025735870967741936
2003-05-01,0.025931133333333335
2003-06-01,0.025656516129032258
2003-07-01,0.029884266666666666
2003-08-01,0.0304098064516129
2003-09-01,0.03263870967741936
2003-10-01,0.0314578
2003-11-01,0.03024625806451613
2003-12-01,0.02442453333333333
2004-01-01,0.022473741935483873
2004-02-01,0.022318516129032257
2004-03-01,0.023678827586206895
2004-04-01,0.024492645161290322
2004-05-01,0.025426466666666668
2004-06-01,0.026325225806451615
2004-07-01,0.030872200000000002
2004-08-01,0.027992322580645164
2004-09-01,0.02812709677419355
2004-10-01,0.025945733333333335
2004-11-01,0.024180258064516128
2004-12-01,0.02332
2005-01-01,0.020525677419354838
2005-02-01,0.022678451612903227
2005-03-01,0.022783285714285714
2005-04-01,0.023554064516129035
2005-05-01,0.025887866666666665
2005-06-01,0.02491883870967742
2005-07-01,0.027496266666666665
2005-08-01,0.02494141935483871
2005-09-01,0.02465341935483871
2005-10-01,0.024178666666666668
2005-11-01,0.02221264516129032
2005-12-01,0.024362666666666668
2006-01-01,0.02088825806451613
2006-02-01,0.0218501935483871
2006-03-01,0.023635142857142858
2006-04-01,0.023125806451612902
2006-05-01,0.0239708
2006-06-01,0.024912387096774194
2006-07-01,0.02686346666666667
2006-08-01,0.03255470967741936
2006-09-01,0.026853935483870967
2006-10-01,0.027301066666666665
2006-11-01,0.025919612903225808
2006-12-01,0.02921
2007-01-01,0.02582309677419355
2007-02-01,0.02496141935483871
2007-03-01,0.026520428571428573
2007-04-01,0.024106193548387098
2007-05-01,0.026556
2007-06-01,0.026051870967741936
2007-07-01,0.026360666666666668
2007-08-01,0.02586
2007-09-01,0.026706064516129033
2007-10-01,0.0239468
2007-11-01,0.025936
2007-12-01,0.0239852
2008-01-01,0.025926322580645162
2008-02-01,0.023885032258064515
2008-03-01,0.025823862068965517
2008-04-01,0.02488090322580645
2008-05-01,0.024493333333333332
2008-06-01,0.02684
2008-07-01,0.026083733333333334
2008-08-01,0.02662632258064516
2008-09-01,0.025847225806451615
2008-10-01,0.024388533333333334
2008-11-01,0.02627483870967742
2008-12-01,0.027908
2009-01-01,0.02390632258064516
2009-02-01,0.02475174193548387
2009-03-01,0.023068285714285715
2009-04-01,0.024623741935483872
2009-05-01,0.0264752
2009-06-01,0.026909419354838707
2009-07-01,0.027313866666666665
2009-08-01,0.027640516129032257
2009-09-01,0.028246451612903227
2009-10-01,0.0280336
2009-11-01,0.025947870967741937
2009-12-01,0.025504799999999998
2010-01-01,0.024131870967741935
2010-02-01,0.02262761290322581
2010-03-01,0.022324857142857143
2010-04-01,0.022956645161290323
2010-05-01,0.021648533333333334
2010-06-01,0.02139225806451613
2010-07-01,0.024428
2010-08-01,0.02582709677419355
2010-09-01,0.02210864516129032
2010-10-01,0.021231733333333332
2010-11-01,0.02515148387096774
2010-12-01,0.021433599999999997
2011-01-01,0.01940438709677419
2011-02-01,0.019818322580645163
2011-03-01,0.01944
2011-04-01,0.021460387096774194
2011-05-01,0.021890133333333336
2011-06-01,0.022825290322580644
2011-07-01,0.021337066666666665
2011-08-01,0.021339870967741936
2011-09-01,0.023593548387096774
2011-10-01,0.023217333333333333
2011-11-01,0.022221677419354838
2011-12-01,0.021202133333333335
2012-01-01,0.018817290322580643
2012-02-01,0.018230451612903226
2012-03-01,0.01674641379310345
2012-04-01,0.015410548387096774
2012-05-01,0.015693733333333335
2012-06-01,0.017026290322580646
2012-07-01,0.015601266666666667
2012-08-01,0.016367225806451613
2012-09-01,0.018603645161290323
2012-10-01,0.016418366666666667
2012-11-01,0.01719035483870968
2012-12-01,0.016045966666666668
2013-01-01,0.014150516129032257
2013-02-01,0.016637129032258065
2013-03-01,0.017516464285714285
2013-04-01,0.01927758064516129
2013-05-01,0.0205412
2013-06-01,0.01894135483870968
2013-07-01,0.020038466666666668
2013-08-01,0.016007806451612903
2013-09-01,0.015401548387096774
2013-10-01,0.016140233333333334
2013-11-01,0.014935322580645161
2013-12-01,0.015450233333333334
2014-01-01,0.015587322580645161
2014-02-01,0.015515096774193549
2014-03-01,0.01741575
2014-04-01,0.01843574193548387
2014-05-01,0.019528866666666665
2014-06-01,0.01959225806451613
2014-07-01,0.020484366666666667
2014-08-01,0.02072358064516129
2014-09-01,0.018041387096774192
2014-10-01,0.018408066666666667
2014-11-01,0.01917064516129032
2014-12-01,0.018696599999999997
2015-01-01,0.009723419354838711
2015-02-01,0.009971677419354839
2015-03-01,0.01149742857142857
2015-04-01,0.016089161290322583
2015-05-01,0.020015333333333333
2015-06-01,0.019595483870967743
2015-07-01,0.022644599999999997
2015-08-01,0.02323
2015-09-01,0.02115916129032258
2015-10-01,0.01946483333333333
2015-11-01,0.01908283870967742
