,Extraction 2
2005-03-01,22783.285714285714
2005-04-01,23554.064516129034
2005-05-01,25887.866666666665
2005-06-01,24918.83870967742
2005-07-01,27496.266666666666
2005-08-01,24941.41935483871
2005-09-01,24653.41935483871
2005-10-01,24178.666666666668
2005-11-01,22212.645161290322
2005-12-01,24362.666666666668
2006-01-01,20888.25806451613
2006-02-01,21850.1935483871
2006-03-01,23635.14285714286
2006-04-01,23125.8064516129
2006-05-01,23970.8
2006-06-01,24912.387096774193
2006-07-01,26863.466666666667
2006-08-01,32554.709677419356
2006-09-01,26853.935483870966
2006-10-01,27301.066666666666
2006-11-01,25919.612903225807
2006-12-01,29210.0
2007-01-01,25823.09677419355
2007-02-01,24961.41935483871
2007-03-01,26520.428571428572
2007-04-01,24106.1935483871
2007-05-01,26556.0
2007-06-01,26051.870967741936
2007-07-01,26360.666666666668
2007-08-01,25860.0
2007-09-01,26706.064516129034
2007-10-01,23946.8
2007-11-01,25936.0
2007-12-01,23985.2
2008-01-01,25926.322580645163
2008-02-01,23885.032258064515
2008-03-01,25823.862068965518
2008-04-01,24880.90322580645
2008-05-01,24493.333333333332
2008-06-01,26840.0
2008-07-01,26083.733333333334
2008-08-01,26626.322580645163
2008-09-01,25847.225806451614
2008-10-01,24388.533333333333
2008-11-01,26274.83870967742
2008-12-01,27908.0
2009-01-01,23906.322580645163
2009-02-01,24751.74193548387
2009-03-01,23068.285714285714
2009-04-01,24623.74193548387
2009-05-01,26475.2
2009-06-01,26909.41935483871
2009-07-01,27313.866666666665
2009-08-01,27640.516129032258
2009-09-01,28246.451612903227
2009-10-01,28033.6
2009-11-01,25947.870967741936
2009-12-01,25504.8
2010-01-01,24131.870967741936
2010-02-01,22627.612903225807
2010-03-01,22324.85714285714
2010-04-01,22956.645161290322
2010-05-01,21648.533333333333
2010-06-01,21392.25806451613
2010-07-01,24428.0
2010-08-01,25827.09677419355
2010-09-01,22108.645161290322
2010-10-01,21231.733333333334
2010-11-01,25151.483870967742
2010-12-01,21433.6
2011-01-01,19404.387096774193
2011-02-01,19818.322580645163
2011-03-01,19440.0
2011-04-01,21460.387096774193
2011-05-01,21890.133333333335
2011-06-01,22825.290322580644
2011-07-01,21337.066666666666
2011-08-01,21339.870967741936
2011-09-01,23593.548387096773
2011-10-01,23217.333333333332
2011-11-01,22221.677419354837
2011-12-01,21202.133333333335
2012-01-01,18817.290322580644
2012-02-01,18230.451612903227
2012-03-01,16746.41379310345
2012-04-01,15410.548387096775
2012-05-01,15693.733333333334
2012-06-01,17026.290322580644
2012-07-01,15601.266666666666
2012-08-01,16367.225806451614
2012-09-01,18603.645161290322
2012-10-01,16418.366666666665
2012-11-01,17190.354838709678
2012-12-01,16045.966666666667
2013-01-01,14150.516129032258
2013-02-01,16637.129032258064
2013-03-01,17516.464285714286
2013-04-01,19277.58064516129
2013-05-01,20541.2
2013-06-01,18941.354838709678
2013-07-01,20038.466666666667
2013-08-01,16007.806451612903
2013-09-01,15401.548387096775
2013-10-01,16140.233333333334
2013-11-01,14935.322580645161
2013-12-01,15450.233333333334
2014-01-01,15587.322580645161
2014-02-01,15515.09677419355
2014-03-01,17415.75
2014-04-01,18435.74193548387
2014-05-01,19528.866666666665
2014-06-01,19592.25806451613
2014-07-01,20484.366666666665
2014-08-01,20723.58064516129
2014-09-01,18041.387096774193
2014-10-01,18408.066666666666
2014-11-01,19170.645161290322
2014-12-01,18696.6
2015-01-01,9723.41935483871
2015-02-01,9971.677419354839
2015-03-01,11497.42857142857
2015-04-01,16089.161290322581
2015-05-01,20015.333333333332
2015-06-01,19595.483870967742
2015-07-01,22644.6
2015-08-01,23230.0
2015-09-01,21159.16129032258
2015-10-01,19464.833333333332
2015-11-01,19082.83870967742
